,text_id,doc,topic,x,y
57,543897,maria marta de 0 a 10 quanto tu aprova a nova da shakira,11,12.846396,5.1941695
58,732925,EN VIDEO l Le cantaron a Piqué el tema que le dedicó Shakira en pleno juego de la NBA y así reaccionó.-  🔎 https://t.co/CZhSvYxU99,-1,-7.767837,17.53103
59,717690,piqué provando q amante tem lar sim,0,4.261128,2.3994203
60,495336,"@NaT56547306 @mariu_tl @_marian_is_back @shakira Desconozco esta historia...pero entiendo que si es una canción popular sudafricana, lo que hizo Shakira fue una versión y un homenaje. Que yo sepa no fue denunciada, ni sentenciada por plagio, si esto fuera así, lo tuyo sería difamación
Lo de 'negritos' y 'negritas' es denigrante",33,11.540745,-0.3416808
61,754825,shakira já tá na hora de seguir em frente mulher https://t.co/LAvJ3EVZsk,4,12.311999,4.335954
62,600442,"Clara-mente nuestros #TractoresMahindra, SÍ están hechos pa' tipos y tipas como tú!🤩
Pregunta por información en DM o contáctanos al 452 203 3769
#Shakira #Piqué #Tractor https://t.co/bz9H5AsAVs",7,10.567354,4.7082353
63,741578,"No sé ustedes, pero necesito que aparezca Bad Bunny de la nada con un tema super top... Ya estoy cansado de escuchar la sesión de Shakira con bzrp🙄",13,9.909614,6.9459834
64,594176,"ジェラート ピケ 福袋2022　【B】ver.
正規品【新品】12月末入荷次第発送

【ONLINE限定】 GELATO PIQUE HAPPY BAG 2022
Fサイズ LADY'S SIZE レディース ジェラピケ 

https://t.co/aeptsFCoIo",-1,2.714195,-10.373969
65,497514,Ok pero mi abuela se sabe todo el chisme de la Shakira y el Piqué y hasta la canción ya escucho dice 👀,1,6.9114504,2.0861113
66,658231,hoje eu acordei pique Carminha,0,3.838268,4.9328265
67,662141,"No le voy al Cruz Azul, pero qué cinismo del Potro. Le vi más tweets de Shakira y Piqué que declaraciones de la narcofiesta  infantil del “Cata”. Es americanista y se da el lujo de decir quien sí y quien no le va al Cruz Azul. 
 https://t.co/aqkbpO665j",1,7.0526404,2.1602495
68,539210,ni haria lo que hizo Piqué ni salpicaria como shakira pero A NIVEL MKT ESTE MOMENTO ES UNA OBRA DE ARTE CHICOS ESTOY ESTALLADA 😂😂😂,1,6.5517654,2.6552422
69,595916,mi vecino tiene la sesión d shakira en bucle,9,12.7665615,6.9230866
70,751516,"Este vídeo sí que me representa 🤣

@shakira #ShakiraBZRP https://t.co/ZzummX7vFJ",7,10.75915,4.8774858
71,736441,"Se viene el … Y AÚN QUE TE PIQUE EL ANUEL!!! 

Jajajajajajjajaja amooooo par de reinotas https://t.co/o9E2Fxqh4j",8,3.5295138,7.6649256
72,516318,El @MissUniverso cambió un Ferrari por un Twingo. 😒 @shakira,20,6.929195,5.8572283
73,516050,"Uh uh uuu uuuh tengo muchas ganas de comer tiramisú 🎶
*Baila a lo Shakira",-1,11.28485,1.3066895
74,723907,"La sutil respuesta de Shakira a la foto de Piqué y Clara Chía
https://t.co/YwdWJQqYtQ",-1,6.859311,1.4917196
75,691256,Me aprendí la canción de Shakira contra mi voluntad.,9,13.108661,6.274824
76,731392,Lkkkkk respectez Shakira bande de merde hein https://t.co/onN9vnlh8p,4,11.281253,5.0442376
77,643959,shakira eu estou do seu lado,-1,11.752656,3.8810918
78,657210,"77 coisas pra fazer em casa e eu tô sentada assistindo BBB!
A casa de pernas pro ar, no mesmo pique do quarto deserto e fundo do mar! 🤡🤣",3,4.7250514,7.8048906
79,592218,"i need a sugar daddy #flowers #MissUniverse2022 #برشلونه_ريال_بيتيس
#oriele #feyPEC #flowersmileycyrus #casio 

miley cyrus 
flowers
casio
good boy
guardia nacional
taylor
rolex
the 1975
tiago
zoey 101
kenia os
shakira y pique
mujeres
hacienda

https://t.co/itK5WnrIuV",-1,8.634944,5.1901627
80,518739,"Shakira no solo ha barrido a pique tbn ha sacado de la cueva a todos los basicos , amamos",-1,12.603011,4.3890896
81,752439,Oigan pero pos si tiene derecho a estar ardida Shakira no? Ta muy chafa ese argumento🙄,-1,12.852916,3.7573798
82,650810,La nueva versión de la sesión de Bizarrap y Shakira 🤭🤣 https://t.co/0UUaO5M4Kh,14,10.93336,6.312358
83,660553,"¿Shakira agradeció en redes sociales a la persona equivocada?
https://t.co/H4xeczbXfJ",7,10.491875,4.604512
84,712501,"Estoy pasando por Barranquilla y he tendió que poner la canción de Shakira ""Hips don't lie"" porque en Barranquilla se baila así.",-1,10.256385,5.683325
85,580424,"Voy a escuchar la sesión de Shakira,presiento que será otra puya pa piqué.",1,7.3840833,2.90017
86,574445,"Ay, no Shakira",4,12.199534,4.2836637
87,568848,miley cyrus lo ha hecho mejor q shakira ypunto,5,15.346118,4.1772003
88,586005,Ay mi madreeee Shakira,-1,12.657089,4.7208076
89,598062,Esta brutaaaal esta nueva etapa de @MileyCyrus @shakira y el próximo regreso de mi diosa @rihanna 💙 gracias dios nos has mirado a los ojos!!!,5,15.016085,4.0728316
90,554474,"🔵🟡 #AlMomento #Espectáculos || ‘Lo importante es que tienes a tus hijos, tienes por qué vivir’; Paquita la del Barrio envió este mensaje a @shakira

📹: @paquitaoficialb
¿Quieres saber más? 👉🏽 https://t.co/PlNqKMSAuy https://t.co/DHTOLJVUVo",29,9.356195,3.9164512
91,508029,@vangelicaI56 Ay Shakira sabía que él se la cagaba hacìa tiempo  de qué se queja ahora.,2,11.073863,2.6635106
92,513984,Adivinen quien nació el mismo día que piqué y Shakira ? 🤚🏽🫠🤡🤡 https://t.co/M5mbQmUfnn,-1,7.9423566,0.18570045
93,635167,"Tem a mãe de um conhecido aí que porra a coroa sai de sexta a domingo TODO FDS,nem eu novinha tinha esse pique todo Cê loco as coroa tá surrando a gente kkkk",8,3.9413068,7.386389
94,513204,Después de la canción de Shakira miro por todos lados twingos,20,7.293631,5.9945073
95,600865,"Hey @973KISSFM, please could you play ""Shakira BZRP music sessions #53” on your station? We would love to hear it! Thank you very much ❤️",-1,1.10335,-4.1629996
96,588677,A Shakira le ha faltado introducir un 'Wakaso' de por medio y acabar con un 'España es tu nación'. Pero por lo demás todo correcto.,-1,11.353946,3.7722726
97,745017,Et shakira qui a 10 ans de plus que Piqué on peut critiquer ouuuuuuuu ? https://t.co/jWbDHKG7GL,1,5.8138638,1.9135578
98,496664,"@rochaperiodista Es correcto y literal 😂😂😂
Ya que no nos este cotorreando Shakira, o fue la monotonía o que la cambio por un #Casio 🤌😁
Increíble lo que hace la dome$ticación neoliberal, evidenciando sus problemas existenciales a nivel mundial ¿pensaran en sus hijos?",-1,10.567918,4.400671
99,711493,Qué falsa la gente que le dio like a la foto del Piqué,0,3.3674579,1.9354117
100,500686,"RT @donchalecos: - Papá, ¿tú vas con Shakira o con Piqué?
- Yo voy a las seis de la mañana a la obra para pagarte la fibra óptica y que sig…",-1,0.5016176,7.6276083
101,549671,me puse a hacer facturas porque tenia ganas de comer desde la session de shakira https://t.co/k9Fj7JZ2zE,6,12.741682,1.362281
102,568782,Shakira’s Viral Diss Track Resonates Because It’s Empowering https://t.co/x4qtjcJsq2,-1,12.664209,2.1797838
103,751905,Imaginate ser gringo y perderte la sesión de biza y shakira,-1,11.874744,6.1407175
104,700889,"'
Pique novo é tudooo❤😍😍",10,4.4973526,9.362304
105,694527,"Misericórdia como a Shakira aguentou ser tratada assim todo esse tempo, ele e a família dele eram escrotos com ela. 
😱Coragem🤢",2,11.336543,2.6752958
106,570542,"Shakira En Serios PROBLEMAS LEGALES Por La Sesión Con Bizarrap ¿Jugada Maestra De Pique?
https://t.co/ilPFPFx5oC
#shakira #Piqué #Bizarrap",1,7.159925,2.572934
107,686659,"El productor Bizarrap, que rompe récords con Shakira, estará en el popular festival, con tickets desde $500. También Lali, María Becerra, Soledad y el colombiano Camilo, entre otros artistas. https://t.co/RPQmGo29yX",-1,10.784396,6.031528
108,706349,Todos dándole like a las fotos de Shakira en el insta de Piqué porque no las ha eliminado aún,0,5.175492,1.3542432
109,727652,"Esta es mi foto favorita de la semana en serio me da demasiado odio que ataquen a piqué como si todos no somos infieles al menos una vez, por esos sus papás no están juntos imbeciles JAJAAJ #TeamPique 🤣 https://t.co/J5qXR2vMDv",0,3.686363,2.0834732
110,710888,"Piqué, en nombre mío y de todas las mujeres… chingas a toda tu perra bomba madre",0,3.8991137,3.1696951
111,604551,Shakira HABLOU MUITO,-1,12.120242,4.252437
112,756039,"Pique - ""Knocking It"" Now Available Worldwide to #Stream &amp; #Download: https://t.co/v0pe8PLGKr #Umpa #Soca",1,7.1711655,3.2461956
113,530679,Quise tirar un pique y quedé en el mismo lugar jajajajaja te aviso cuando empiece la pretemporada,10,4.5302095,9.209456
114,565744,"Miley Cyrus es top 1 en Australia y Shakira top 1 en España, es decir, en los países de sus ex jsjsjdkakdjakakssjajajja",-1,15.539621,3.4156187
115,644206,"Ana del Castillo manda mensaje a #Shakira: ""A mi también me lo han metido""
 https://t.co/STXfmgopun",29,9.523562,3.959531
116,522394,Mi abuelita la más fan de la nueva canción de Shakira. Su himno también.,11,13.055802,5.490891
117,653680,"Una agrupación, un cuplé a lo de Shakira, la que nos queda #COAC2023P1",-1,9.908122,4.3818407
118,555176,🔴NADIE ES L0 QUE PARECE🚨 SHAKIRA SE MUESTRA TAL Y C0M0 ES EN ESTA EXCLUS... https://t.co/mKhgyNndwF a través de @YouTube,-1,11.835163,3.8295076
119,526087,simplesmente SHAKIRA https://t.co/MuEaY0esjb,4,11.308044,4.9770617
120,569124,😳 @shakira no deja de dar que hablar tras el lanzamiento de su nueva canción y parece que ha decidido levantar este muro en su vida https://t.co/EloAACxkt8,35,8.315139,7.7045565
121,579168,Bueno y la reacción de pique pa cuando? Estoy ansiosa jajajajaa,0,3.4264903,3.6815958
122,543676,"Amigos, andamos en live de Tiktok jugando Mario Bross 64, quien guste ir a verme! 
#TheLastOfUs #pique #shakira #lunaart25 #nintendo64 #MissUniverse2022
#twitch

https://t.co/DuFL1LB1KO",12,8.802721,5.066803
123,557368,Buenísimo que Shakira se la dejó caer a un grandísimo pendejoo https://t.co/6p7AONBKfa,4,11.47501,4.3802752
124,691134,Se lever à 4h pour aller bosser ça pique un peu,3,4.494712,7.899064
125,566162,Gracias Shakira😭❤️❤️ https://t.co/QpmPxMMmqx,-1,10.980723,5.054322
126,506312,RT @catalinaddiaz: quienes están sufriendo más los hijos de shakira o los de phoebe y paul mescal,-1,17.402678,-12.104983
127,646553,"Hey @washfm, please could you play "" Shakira BZRP music sessions #53 “on your station? We would love to hear it! Thank you very much ✨✨",-1,1.1173692,-4.149829
128,550592,shakira debería pasar la receta del agua de tanga que le dio a este https://t.co/U4D1zWjYOK,-1,10.160353,3.089191
129,638375,ahora me pique i qiero q animen todas las historias de tomie :( 💔,-1,4.860802,6.538778
130,717691,"El ex futbolista Gerard Piqué así presume su relación en redes sociales con Clara Chía

❤️❤️❤️❤️❤️ https://t.co/yOg2Qiu5lz",0,4.306234,1.1242868
131,706954,Piqué siendo Piqué. https://t.co/OJm4X7HvPK,0,3.183791,4.028003
132,609397,millo si me dieran dinero cada vez que cojo un pique,10,4.5692515,9.320789
133,563806,"Nossa, peraí que começou a tocar ""me enamoré"" no meu aleatório de Shakira. Deixa eu mudar. Ranço!",-1,13.283522,5.912025
134,568297,Shakira me beija,-1,14.167556,-5.259275
135,746980,"にこるん（藤田ニコル）も愛用してる「GELATO PIQUE」のHAPPY BAG 2023年版が販売開始きてるー★

５点セット♪➡https://t.co/7NU6a1Wl3N
６点セット♪➡https://t.co/BfSeN0IPc0

年々争奪戦が激しくなる💦

#ジェラートピケ福袋　#2023福袋",27,-2.832732,1.5466576
136,741612,EN VIDEO l Le cantaron a Piqué el tema que le dedicó Shakira en pleno juego de la NBA y así reaccionó.-  🔥 https://t.co/CZhSvYxU99,-1,-7.770137,17.530691
137,728586,"知らないと損！！
福袋レディース2022年おすすめ

⭐楽天
nano universe（ナノユニバース）
https://t.co/jdM3GyufAb

⭐アマゾン
SNIDEL（スナイデル）
https://t.co/KX6obcVSWo

ジェラピケ（ジェラートピケ）
https://t.co/2SLPlZqXTW",-1,-8.679894,-1.1213928
138,608344,"Maya Nazor y Santa Fe Klan ✅
Yeri Mua y Brian Villegas ✅
Shakira y Gerard Piqué ✅
Miley Cyrus y Liam Hemsworth ✅
Mona y Geros ✅
Eiza Gonzalez, Yuya, Babo y Luisito Comunica ✅ 
Jorge Salinas y Elizabeth Álvarez ✅ 

Ahora no bebe estoy poniéndome al día https://t.co/9Ac8dh6kq6",12,8.604115,4.7315617
139,640613,"Que le dijo un ferrari a un Twingo? 
Hacemos un Pique 
🤣",18,5.511367,4.83405
140,584354,la sesión de Bizarrap y Shakira muy chula muy salseante etc pero siento que podría pertenecer a cualquier preselección europea de eurovision. claramente esta será mainstream con millones de visus al contrario de una en una nf (ambas merecen el reconocimiento don’t get me wrong),14,11.228741,6.4425964
141,590534,La verdad no me emociona la final de la supercopa si se sabe que Pique y Rubiales negociaron de que la RFFE ganara 8 millones mas si eran esos los equipos que llegaban a la final!,0,2.415323,3.7779021
142,745351,por favor Deus que esse filme não seja uma decepção pique amor de redenção,-1,7.263664,3.7586372
143,696209,"Las culpas aquí se la echáis a su jefe Piqué, que para eso es el que le tira a los lobos cada vez que ve la oportunidad.

Que sois creadores de contenido y parece que no sabéis cómo funcionan las redes https://t.co/9rHB2hFad2",0,2.972334,4.3265266
144,679787,"#LatinAmericaiswithbuild #ColombiaAmaABuild #WeLoveYouBuild #WeloveBuild 🇨🇴🇨🇴I believe in you and not in a LIAR, STALLY WHO ONLY USES IMAGES FROM PINTEREST TO DECEIVE AND RAISE THE BRAINS OF OTHERS, how Shakira said in her song ""BUT WORKS THE BRAIN A LITTLE ALSO POI👌"" https://t.co/CN9EOwCbTy",12,8.393499,4.4863296
145,503054,"meu deus fui escutar a música da shakira jurando que ia ser só algumas indiretas como as da taylor, mas ela cita o nome do pique, da amante e ainda faz um esculacho total",1,7.4058785,2.6214123
146,611218,"Flor Vigna estrena una canción contra su ex, al estilo Shakira: “Lo encontré besándose con una amiga” https://t.co/4Y8sxIObCh",-1,9.988943,0.6349382
147,693487,"A Shakira faturou com o chifre dela e eu q levei chifre de graça? Tu é doido é, tenho q parar de ser besta.",-1,13.843592,3.1472583
148,656405,#OjoAlDato - Me cobras en cuentas separadas? Gracias a Shakira supe que ellas también facturan! 🎯#Felop https://t.co/92q1OGhL4X,6,12.680415,0.9816084
149,544062,"*Antes de dejarme ir como gorda en tobogán*

Pues como dice Shakira:

Suerte que heredé las piernas firmes, para correr por si hace falta.

(Y qué más da, en este perfil nos raya correr🤙🏾)",-1,12.731955,6.045975
150,736589,"nossa, eu ia tá pique Moranguinho, Valeska Popozuda papo https://t.co/WqdWVF2hV6",0,3.232103,5.306555
151,667113,"Verdaderamente Shakira tiene a las niñas españolas de 1ro de primaria cantando:
No fue culpa tuya ni tampoco mía, fue culpa de la CLARA CHIA 😂",-1,12.457569,5.720129
152,650530,"I don't like footballers, Gerard Piqué is just an asshole. 🤮
https://t.co/Nwno6OhcLR",0,3.3934999,3.1488311
153,539788,"Las canciones con más visitas no son realmente buenas. Ni Gangnam Style, ni Despacito ni mucho menos en la que Shakira rima con ira. Son canciones pegajosas de estribillos sonoros. Pero jamás pasarán a la historia como grandes clásicos. Son moda, tan efímera como su éxito musical",11,13.130236,4.9534864
154,651073,"Hola, @fidelity957. ¿Puedes tocar el nuevo sencillo ""Shakira: Bzrp Music Sessions, Vol. 53"" de .@shakira y @bizarrap? ¡Gracias!",-1,-0.9831402,-4.7681494
155,497764,"RT @ramon_aular: El “caballero” Pique, entre otras cosas, se vio envuelto en un escandaloso caso de corrupción y soborno, relacionado con e…",0,4.518338,1.9650152
156,579713,para mí no tiene nombre de persona buena pero como no soy shakira no opino,-1,13.105032,2.7364042
157,555143,Esta en la actitud (de pique) que deberíamos tener ante la vida por no decir personas y actitudes toxicas. https://t.co/xvIuaSwv6J,0,3.9205322,3.2746387
158,647282,Me tienen mamada con la canción de Shakira,-1,12.3938465,5.685657
159,745101,Janeiro tá naquela pique kkkkkkkkkkkkkkkk,3,5.3243346,7.5084534
160,524140,Eu so preciso deitar nao aguento esse pique da minha familia mais nao,3,4.6654506,7.876675
161,717341,"Gerard Piqué publica oficialmente su primera foto con Clara Chía
https://t.co/ZDWI9FhqyX https://t.co/mcBQqYexld",0,4.043323,0.91487586
162,744633,sou apaixonada na voz da shakira 😭,-1,13.150013,4.811828
163,534093,"Para mi es lo que no debería faltarle a @shakira (porque si vamos a tener amigas, que sean grosas o no sean). Estoy segura de que los va a adorar ❤ https://t.co/gt6DuHnzdX",7,10.82259,4.7153707
164,661769,Pique anda como que se compro una Jirafa 🦒 no encuentra donde meterla https://t.co/qRnorsuEqu,0,3.2691686,3.9765673
165,718279,Elle n'a pas le niveau de Shakira 😹😹😹 https://t.co/VNwux7ZTNM,-1,12.28315,3.945392
166,586158,"Donde pisa una leona, no borra la huella una gata…

Shakira Ft. Bizarrap",-1,13.352215,4.7808986
167,679925,Shakira y Gerard Piqué celebraron juntos el cumpleaños de su hijo Milan https://t.co/mj2O0ZL7Es,-1,7.4738426,0.7181431
168,722394,"Hi
i saw this good ASS,, i sleep 3 hours ;-)
check Shakira ass soory Shakira movi :)",9,13.073996,6.2222505
169,718901,Ele vai promover a música da Shakira de novo porque ele não consegue parar.,2,10.952824,2.5228367
170,645065,EU TO FALANDO QUE ISSO TA PIQUE DE FERIAS COM O EX MANO KKKKKKKKKKKKKKKKKKK https://t.co/5sMrbSmUhm,-1,4.7867517,6.719149
171,749653,Shakira's ex and Waltermart Shakira https://t.co/t4ocSQtfOu,-1,11.6884,1.7964989
172,495321,"RT @dianaluvscats: Sim maltinha, traíram a Shakira, traíram a Beyoncé, traíram a Miley Cyrus, traíram a Princesa Diana, etc etc etc porque…",2,11.541326,1.7829448
173,502285,RT @el_pepperoni_: El IQ de Shakira que es capaz de darse cuenta de los cachos por una mermelada. Yo fijo hubiese pensado como: un duende s…,-1,-1.0420774,22.735367
174,574890,piqué: https://t.co/2U18VmcX26,-1,3.0016465,6.77046
175,511256,Un Jaque Mate a la Shakira. Jajaja con tres reinas encabronadas y celosas. 😡😡😡 https://t.co/adVeway573,-1,12.086909,3.8895183
176,693020,"LATAM STAYS VOTE🔥🔥

iwant to see some Sabir Latina on th playlist🔥🔥🔥

I want to listent to my shakira,Karol G,Becky G,Manuel.turizo,Bad bunny😭😭 https://t.co/w3S3sstcGx",-1,9.122038,4.885088
177,650377,Aseguran que #pique pasó un mal momento en antro de #españa. ¿Qué opinas? https://t.co/m8agIgZH1F,0,3.4879198,3.3861485
178,519982,Shakira é rainha da música! Gostei da música nova. Chora Pique!!,11,12.894971,5.1715155
179,740115,"GRIEZMANN
連続ドキュメンタリー
Don Lemon
Auschwitz
#Ukraina
Intellettuali
Nigeria
#NeverAgain
Gattis
The French
Sveits
Geschlecht
Experte
Antisemitismus
PFAS
Nigeria
Shakira
Auston Matthews
Holocaust
Paludan
Blake https://t.co/unH1pQ4jjM",12,8.332804,4.943204
180,498833,"RT @StivenOrtiz2000: Por la canción de Shakira. 
Casio pensó que con Pique les iba a ir bien y la reina ganando como siempre jaja https://t…",-1,27.151463,3.5800817
181,565458,"QUEM TRAI MILEY CYRUS E SHAKIRA MANO????? Nunca vou entender, sério",2,14.831439,3.6551836
182,691786,Yo solo quiero alguien para hacer karaoke con canciones viejas de shakira,-1,11.406125,5.4268064
183,584695,shakira es más rencorosa que yo,2,12.163722,2.899706
184,702528,No siempre tener más de 40 años es sinónimo de madurez tenemos el ejemplo de Shakira que tiene 46  pero se comporta como si tuviera 16 o 17 años https://t.co/c6wVaVmbXm,-1,13.075532,3.184983
185,725547,"Report: Gerard Pique's mother is devastated that Shakira's children no longer call her grandmother https://t.co/lUDYMPUgL5 via @marca-  She never liked Shakira, she will survive .",1,7.871559,0.8846565
