text_id,doc,topic,x,y
1084042,"El Barcelona sin sus estrellas como Lewandowski le da un baño al Real Madrid en su propia casa y ya tiene un pie en la final de Copa Del Rey, pésimos rendimientos de Vinicius (lo más destacable que hizo fue una llave de wrestling) y el ""Balón de Oro"" Benzema, el Barsa ha vuelto.",1,20.898281,3.9122374
1086268,el ADN Barça-Negreira era estar encerrado atrás?,0,16.387524,6.1787667
1086927,"Atraco en el Bernabeu, surte efecto los pagos a Negreira!! https://t.co/yS8oCdhsm6",0,15.194727,6.937941
1081385,"Estos comentarios se los han enviado a @MarcosFutFem un tío que nos habla de toda la liga F, muchísimas gracias a Jaime por ponerme a su altura y a la de la gran @FlepeFutbolFem que se curra muchísimo el contenido del Barsa Fem https://t.co/nLUZl4qHYu",1,19.931284,4.1854496
1083489,El barsa ha cambiado la xavineta por el autobús,1,19.14985,0.37039667
1085294,Enojado porque va ganando el Barsa @AlexPalma_20 https://t.co/rt7sxCMeri,1,20.662558,0.66963196
1085134,EL ESTILO DEL BARSA ES METER EL BUS,1,19.12246,0.3336206
1086027,Real Madrid - FC Barcelona Descanso (0 - 1) #Futbol #ADA #REALMADRÍD #ATLETI #BARSA,1,20.675299,5.1234655
1082683,Ancelotti y sus jugadores dicen que el barsa no se a merecido ganar cuando no tiraron ni a puerta..que le den gracias a Dios que no a entrado el segundo gol de kessie,1,21.578894,2.76889
1087804,"Me la pela la copa del rey, aun así hay que ganar a los negreira boys",0,15.3963785,4.7872076
1084100,"Bueno pues hemos salido vivos de Negreira. Visto lo que hemos visto, todavía hay esperanza para la vuelta.",0,14.228749,5.692101
1085543,Diosito si el barsa gana sabes q debo de dar 150 lukas 😭,1,20.72648,0.52335453
1088681,"En el caso Negreira hay dos temas.
1- Enriquez Negreira se ""lucro"" haciendo uso del puesto que ocupaba.
2- FC Barcelona pagaba por unos servicios prestados que no se sabe de qué índole.
Aquí hay dos ""culpables"", el ""señor"" Negreira y FC Barcelona.
Todo lo demás son fabulaciones https://t.co/diJbUzrIvS",0,16.184013,7.167967
1088164,"Es tontisimo. Es q es un completo payaso. El barsa no puede fichar xq las normas q aplican a todos por igual exige X condiciones y no las cumple. Pero el nazi este tiene una capacidad de expresarse propia de su gremio y da entender q no existe el reglamento, solo voluntad parcial https://t.co/pstoFCcbFU",0,18.262646,3.8503125
1083450,enhorabuena negreira F.C habéis ganado un partido sin tirar a puerta y con 97 minutos en vuestro área lamiéndole las pelotas a Ter stegen,0,15.534291,4.989111
1083705,"Pablo moto: ya tienes tema para el lunes. Otra vez el barsa a comprado árbitros....ganar al madrid en su campo, no puede haber otra .!!!!!",1,20.279016,4.438407
1088727,"Medina Cantalejo: “No hay ni una prueba que pueda decir que un árbitro español sea deshonesto”. Claro, porque las pruebas las tiene todas Negreira en su móvil 📱 #CasoNegreira",0,16.10444,7.4900656
1087667,El espíritu de Negreira saldrá esta noche,0,14.539413,5.4310427
1086449,"Da igual del equipo que seas, no se puede consentir que suba el gol del barsa, con un var con cámaras y viendo bien la jugada, en contra del var de que te sirven nuevas tecnologías si luego no las aplicas bien, pitando lo que te sale de los cojones..",1,18.971775,3.2801547
1081738,"⁉️👉 @DivinoCalvoM9 pregunta y @AlfonsoTrallero responde sobre el #BarçaGate II (Caso Negreira)

📻Podcast completo https://t.co/Mxyez8HzHC

📹Vídeo https://t.co/3Qbn6IeBON https://t.co/e50IY4qOHQ",0,17.285192,7.2984333
1084309,"Lo hace el Atlético: autobús, antifutbol
Lo hace el barsa: 1-0😍",1,20.366415,3.3071744
1086168,"Si me gana el barsa de xavi , kessie y curro torres no vuelvo a ver un partido más.",1,20.72519,3.1195753
1088435,Avísenle a Carletto que en unas hs juegan con el Barsa porque ni él debe estar enterado https://t.co/iUWQV8nmkJ,1,20.524937,1.6661882
1085616,Nada nuevo con los Negreira Boys.,0,14.405117,4.5716133
1086393,"Pues no se si Negreira ha tenido algo que ver o no, pero si no es por el VAR le anulan el gol al Barça, que el linier ya tenía levantado el banderín.",0,16.015694,5.765537
1082630,la gente que es del barsa y no le echan de casa ?,1,19.479954,0.36099234
1085386,pq o pacto do real não funciona quando é contra o barsa 😭,1,20.141376,1.0748106
1088367,Hablando de humildad y solo hay que ver cómo le brilla el Rolex. Es todo muy sospechoso es más probable que lo comprará con el dinero que Negreira le daba en comisiones. https://t.co/ACleHl14XV,0,14.833786,9.521104
1081062,"No me jodas, es @carlosplus con Enríquez Negreira Junior, alias ""el pelos"" 2018. Para entonces, el relato llevaba décadas siendo ya metástasis del periodismo patrio. C.c. @RichardDees https://t.co/uzThbUOdx6",0,15.776237,8.358536
1081571,Y la @liga va con negreira. https://t.co/43IlSVVNQp,0,14.797233,4.508158
1084750,Los del barsa eran los q se quejaban de cómo jugaba el Getafe y juegan igual jajajaja,1,20.66744,1.5755334
1083741,Al Madrid le mostras una camiseta del Barsa y se hace caca encima,1,20.352028,3.7993097
1086077,Buenos 25 primeros minutos pero nos vamos al descanso perdiendo ante un Barsa menor que encima no tiene a sus 2 mejores jugadores en la convocatoria . Modric y Toni no pueden jugar juntos de inicio.,1,21.587917,2.991064
1089200,"🗣 Medina Cantalejo, sobre el Caso Negreira: «Es una vergüenza, vamos a luchar para que cada uno quede en su sitio» 

👉 El presidente del CTA explicó que únicamente un árbitro no ha enviado la información que se le ha solicitado dentro de la investigación
https://t.co/vXl4JcHMBt",0,15.753984,8.656768
1086500,menudo bizum le ha metido Laporta tío y es que no va a pasar nada porque es el barsa y bla bla bla,1,19.446817,1.884539
1082824,el barsa me come los huevos,1,19.53629,0.68416584
1087767,"Si eso era gol de Modric, ya teníamos la primer ayuda del árbitro principal al barsa pitando el fuera de lugar... que el var habría dado por gol.",1,19.123886,3.3438833
1082460,que coñazo mas grande cada ve q juega un madrid barsa😩,1,20.519495,3.7737825
1086691,Que asco los Negreira boys.,0,14.404453,4.555455
1086892,"Otro día más el Madrid encajando gol. Gol anulado a benzema ,dominio blanco pero el que gana es el Barsa. Siempre lo mismo.",1,21.07186,3.4795969
1083446,"En el Bernabéu
Sin Lewandowski
Sin Pedri
Sin Dembélé
Sin Christensen
Con un arbitraje desfavorable
Con la Caverna tirando mierda (Negreira)
Con Tebas al acecho
Con los del Xaviout y los anti-laporta

Aun así...0-1 al Madrid en su casa.

Cómo no confiar en este equipo

VAMOS JODER https://t.co/Yyh71O67Fo",1,21.381727,4.28841
1087145,NO PUEDO TIO QUE EL NEGREIRA FC ESTÁ TODAVÍA PAGANDO A LOS ÁRBITROS ESTO QUE ES UQNQLFJSKLAÑD,0,15.480892,6.859472
1082484,Negreira https://t.co/YjUNYpmqDy,-1,8.506019,5.8006516
1081831,#Golazo VAN A EXPLICAR ALGO!? NO PINTA BIEN! NEGREIRA CUÉNTAME! https://t.co/gTnpzWrrkL,0,12.561794,5.17426
1083615,no se si hemos jugado contra el barsa o contra el atleti de 2015,1,20.46976,2.2228014
1081195,BARÇA Y NEGREIRA ESCÁNDALO .,0,16.589268,6.574066
1082788,"Cualquier partido del club que pagaba( y paga?) A Negreira está bajo sospecha. Y mucho más cuando ves las imágenes. Todo lo demás, nada importa. https://t.co/FBOzCtF8iu",0,16.124233,6.890899
1082517,"Hoy y siempre, Puta Barsa y Puta Real Madrid",1,20.418139,4.469007
1082696,"Tranquilos que mañana se hablará del caso negreira y de que el Barça está fuera de Europa, pero de los 0 tiros a puerta y la roja a vinicius nadie dirá nada😊",0,16.763542,6.0369334
1084580,Madre mía los Negreira Boys,0,14.395377,4.56247
1087660,Lo van a matar al barsa,1,19.628727,0.20366961
1084232,PUTO BARSA,1,19.597822,0.7322193
1088177,"""Corrupción en la Federación"" - El 'Caso Negreira' sigue siendo protagonista antes del Clásico en el Bernabéu. 

📹 @JBirlanga https://t.co/pLx1ck9gjX",0,17.959793,6.5073743
1087826,va a perder el barsa y mi padre va a gritar,1,19.626314,0.21970841
1082031,"🇲🇽Tiempo neto
🇬🇧Net Time
🇫🇷 Le temps net
🇸🇪 Nettotid
🇪🇸 Hasta que marquen el Barsa y el Madrid. https://t.co/eUDQdxz2V8",1,20.696856,4.9696937
1084842,el 10 del barsa es lo peor que le paso al futbol,1,20.463772,2.7101762
1081482,El presidente de la Audiencia Nacional es al PP lo que Negreira es al Barça. https://t.co/dIkj0E3XW5,0,16.466015,7.07703
1084177,Desde cuándo el Barsa se ha convertido en el Atlético de Madrid?🤣🤣🤣,1,20.19126,3.5691464
1089255,I'm crying at no Barça pages reporting on these pretty groundbreaking Negreira news,0,16.63953,6.3878713
1087235,Ya apareció Negreira,0,14.293031,5.6383786
1087404,los tentaculos de Negreira estan actuando,0,14.193053,5.4416585
1088537,"¿GABRI VEIGA AL REAL MADRID? | DEBE DECIRSE ""CASO NEGREIRA - BARÇA""
👉 https://t.co/HN0LRiEjWu
🎙 @didac_hdm https://t.co/QCGvFjsbcT",0,16.93493,6.6174474
1087995,"PROTESTAN 

La afición lanzó billetes con la cara de Joan Laporta en la manifestación en el Santiago Bernabéu previo al Clásico para protestar por el caso Negreira.

#JoanLaporta #Barcelona https://t.co/kPlsGo7PZp",0,17.881128,6.422869
1083476,"Vergonzoso partido del Madrid, sin actitud ni ambiciòn. El Barsa hizo perfecto lo que quería, tenía y podía hacer.",1,21.583694,3.5528479
1084783,"Un partido perdido por Florentino, por tragar con ese equipo arbitral poner anceloti a los dos Modric y Kroos muchas facilidades para un barsa muy inferior, ayudado por presidente  y estrenador del madrid",1,21.500254,3.5968635
1089361,"🚨Andreu Camps, secrétaire général de la @rfef, sur l’affaire Negreira:

💬 Pendant ce temps, la RFEF a pu constater l’existence d’une personne qui, connaissant les faits et ne les a pas dénoncés"".

Via @relevo https://t.co/lh4Ecwfroq",0,15.277786,8.853231
1086910,venga chicos!! voy a hacer como q me interesa el fútbol y voy a apoyar al barsa para joder un poc (la menos chaquetera me llamaban),1,20.360893,0.7796283
1089201,🔴 #ÚLTIMAHORA | La Federación Española de Fútbol acusa a un árbitro de negarse a colaborar en el 'Caso Negreira' https://t.co/1DIE9XREqZ https://t.co/zDC4y2yDfY,0,16.4739,7.218032
1084789,"El barsa jugando como un equipo pequeño, meteditos atrás y a ver qué pasa",1,20.125565,0.55826205
1082034,CUANDO GANARON AL  LIBELPUL LO PISIERON EN UN PEDESTAR AORA CM PERDIO HOY CONTRA EL BARSA LLANO SIRVE QUE NO CONFIAN EN EL QUE NO SEQUE  Y QUE BLABLABLABLA TODO ESO ES  CADA VES QUE EL BARSA LE GANA UN JUEGO AL MANDRIL https://t.co/S83glL4Ese,1,20.371275,3.0239694
1087913,"¿Valors? Y los billetes con el rostro de Laporta han presentado los fanaticos en el Bernabeú, esto en manifestación al caso Negreira. 

#ElClasico #CopaDelRey https://t.co/HNJXR8EaZJ",0,18.128653,6.417533
1084337,"en los peores años del barsa
no hemos conseguido darle NUNCA 1 buen repaso
duro eso",1,19.683674,0.93582815
1085970,"Resumen del primer tiempo:

- Ya me empieza a subiri 
- Me jode el gol de rebote 
- Que asco da la rfef
- Negreira hijodeputa
- Que bueno es Araujo me cago en to
- Gavi es el sucesor de Jordi Alba y no en lo bueno 🐀🐀🐀🐀🐀🐀 https://t.co/I28hFU27Gp",0,16.373346,5.411872
1082802,"el Madrid cndo juega contra el Barsa, se convierte en el equipo d campeones",1,20.815355,4.1134915
1086096,Para cualquier espectador que no sea del Madri o Barsa….. flipa viendo todo lo que no pitan… acojonante…..,1,20.011482,3.7687852
1083233,"El Madrid le juega muy bien al Liverpool (por eso tiene la capacidad de remontar de esa manera) porque se plantea un partido acorde a lo que pide el rival. Hoy el Barsa te juega a otra cosa y no eres capaz de cambiar nada. Jugar a centros contra rival encerrado sin 9, genial.",1,21.355803,3.5333624
1086868,Esa no es amarilla no? Jajajajaja Negreira Cup.,0,16.24697,4.460826
1089263,Lees los cometarios en el chat sobre la rueda de prensa de la Federación sobre el caso Negreira y dan miedo: poco menos que les llaman corruptos a todos y que el Barça a segunda y demás ríos de bilis.,0,16.89761,6.5799165
1085428,El #RealMadridBarça lo pita Munuera Negreira Montero,0,15.331978,5.564489
1082322,Como me encantaría ver como arrollan a los madrilistas por el durísimo barsa!,1,20.245243,0.91164917
1081088,"#Barcagate cada día hay más árbitros y ex árbitros confirmando que eso de que E. Negreira no tenía influencia en el @CTARFEF era FALSO, tanto su presidente como los periodistas que han sostenido eso MIENTEN. https://t.co/FF0AzNLuYm",0,16.338633,6.5337133
1090046,¿Qué sentido tiene una rueda de prensa de los árbitros si no comparece el que era jefe de todos y superior directo de Enríquez Negreira?,0,16.316105,7.4842696
1082208,Trompetería pesada y lavadora a Negreira #barcagate https://t.co/h84dsQGeXq,0,16.616302,6.2308087
1081472,"El gran periodista @FonsiLoaiza sigue sin mencionar nada del caso de negreira y el barca.....

Como no esta florentino en el ajo no tiene huevos a decir nada..... 

VERGÜENZA",0,16.328869,6.8488746
1089074,Los ERE no sirvieron para enriquecimiento personal. Nadie puede imaginar quién es M. Rajoy. A Enríquez Negreira el Barça le pagaba medio millón al año por informes arbitrales y los cargos de Podemos cobran tres veces el SMI pero se compran áticos de millón de Euros.,0,15.951133,7.220498
1082066,Si el barsa ha hecho algo bien yo tambien puedo,1,20.113111,0.90773183
1088445,"Que alguien confirme si el Barça también está detrás, por favor. 
#Negreira #Exclusiva https://t.co/ZNEHn8HXCx",0,16.619514,6.111266
1083734,De vdd es vergonzoso el resultado de hoy! Contra un barsa paupérrimo,1,21.369392,2.3047814
1090085,"Negreira era la mula.

El #Portanálisis

👉👉👉https://t.co/O9gL3jVozS https://t.co/iBDVvtx1o4",0,13.189355,5.4341173
1083883,"En todos los ámbitos de la vida hay gente q, por H o por B, muy lejos en sus trabajos

Lo de Anchelotti es digno de estudio. No he visto en mi vida tio más inútil, con menos repetorio, movilidad y sangre en mi vida.

Un Barsa en palancas y 4 palos le va a cascar un doblete, nenes",1,21.582378,2.7901735
1087797,Cuanto pagaba el Barsa a Negreira en estos partidos??,0,18.299046,3.4218643
1083747,Con partidos así el Barsa se va a ahorrar un dinero en árbitros. Ni un tiro entre los tres palos!!!,1,18.803839,3.2255402
1084159,"Franco, Villar, Unicef, Negreira y Real Madrid, los encargados de salvar al Barsa cuando tiene el agua al cuello. Es acojonante.",1,19.841633,4.0569043
1083368,Visca Barsa🔵🔴,1,18.675804,1.6171751
1087570,"Sin Lewy, Dembo ni Pedri y con Christensen en el banquillo. Negreira en ti confío.",1,19.69363,4.7746334
1085905,Por menos han caído partidos en en Barsa https://t.co/M21d8kxsE7,1,18.939035,0.85238
1081934,"No voy a volver a respetar a ningún equipo que no se niegue a jugar contra el puto barsa, incluyendo al Madrid https://t.co/u7G9Mb05Fa",1,20.507175,3.8377852
1089692,"'Ooh La La': Girl in hot saree burns internet with her sexy dance on #TipTipBarsaPaani, #viralvideo 

https://t.co/jZsUiSUgjI",1,18.757797,1.1046549
1082769,La verdad me da igual como hayan jugado y me importa un pepino como lo hagan Acá lo que importa que ganó nuevamente el BARSA y que por cierto no es una sorpresa jajajaja https://t.co/EpIgHGqSTF https://t.co/MLFCYoZOKN,1,20.914747,1.2237539
1080877,Oye q el jueves van a salir a decir q Negreira no pintaba nada jojojojo👇 https://t.co/iLi7DMNJFL,0,14.151461,6.0435357
1087657,"Ostias, pero qué malo es el Barsa, cómo han perdido tan pocos partidos?",1,20.859844,1.083915
1081355,"Ahora nos contaran que los 20.000 que retiraba Negreira, eran para donaciones a las iglesias y para los refugiados... 🍿🍿🍿",0,14.494152,7.6727734
1082174,Visca Barsa❤️💙 https://t.co/OxlSvRJeF1,1,18.644152,1.1111169
1087046,"Militao contra el barsa es una especie de cámara oculta para hacernos rabiar, no le veo otra opción",1,19.011847,2.0715947
1082621,"Fútbol. El Barcelona pierde en Almeria contra un equipo que estaba en descenso. Hoy, va al Bernabéu, gana, y el Madrid ni consigue tirarle entre los 3 palos. Partido práctico y sin alardes. El Barsa fue un equipo. El Madrid un grupo de futbolistas sin plan y argumentos ofensivos.",1,20.740057,4.286137
1085034,Lo del barsa jugando a la contra encerrados atras que es.,1,20.58392,1.696641
1089856,"Negreira es como la infanta Elena o cualquier político. Ese dinero? Ni idea,no se de q hablas,yo no he visto ese dinero junto en mi vida",0,14.502982,7.388274
1087170,Negreira todavía presente,0,14.310857,5.801947
1088485,"Hoy jugarían mucho mejor contra un Barsa con Messi, Neymar, Luis Suárez, Ronaldinho, Nazario y Puyol que contra Ferran Torres, Kessie, Raphinha y Eric García.",1,21.225857,3.9249752
1088479,"El fútbol es de momentos y veo al Real mejor hoy, le doy un 70-30% respectivamente y debería ganarlo por 2 de diferencia. Difícil para el Barsa con bajas puntuales en cada linea.",1,21.262222,1.9115694
1084378,estamos jugando contra el barsa o contra el atleti? lo digo por los once en el área,1,20.430958,2.0844774
1087199,#RealMadridBarça que tarjeta amarilla ? En todo caso falta de los dos. Negreira sigue,0,16.296644,4.7431736
1087263,"Xavi, reclamant que intervingui Enríquez Negreira. https://t.co/Yn1a1gjRgD",0,16.05333,6.4282856
1082457,"aquí hay algo claro, los hinchas del barsa tienen que revisarse si celebran con esa emoción ganar la primera vuelta de una serie con un autogol y encerrándose atrás.",1,21.14789,1.8232691
1088752,Propongo que el el minuto 20 del partido el Bernabéu tire al campo billetes con la cara de Negreira.,0,18.125065,6.386128
1084695,El partido de hoy del barsa es infumable.... que cosa más mala....,1,20.82833,1.2743268
1084834,"el Madrid no va a ganar una mierda este año, no tienen profundidad, revulsivos de calidad y un partido que no es fisico q tienen al Barsa con 7 en el area saliendo a la contra  veo a la mitad andando",1,21.211681,4.020188
1086487,"Me acaba de decir 0 champions una chavala del barsa, borro chat y no quiero saber nada",1,20.525278,3.9388108
1080823,¿Qué piensan los socios del Barcelona sobre el caso Negreira? @elperiodico https://t.co/4a7WSDGa9f,0,16.916636,6.939689
1089600,Estrada Fernández no arbitrará esta jornada tras denunciar el Caso Negreira https://t.co/0foslZmZwd,0,16.776754,8.569772
1080898,"Con Enríquez Negreira o los llantos del Patético de MADRID y Palancas hay temas reales como para perder un minuto con el circo The BEST.
CULÉo Messi es el deportista más sobrevalorado de la historia y eso no tiene discusión. Parece que ganó el mundial y la Copa América el solo.😂 https://t.co/VIynG6f6eu",1,19.54941,3.9586735
1085456,#: COPA DEL REY  SEMI  FINAL REAL MADRID  0 AND BARSA 1 GOOOO.MILITAO (OG) HALFTIME 🤣🇪🇦⚽️👑🏆🕊💞⚽️👑🏆🕊🇪🇦⚽️👑🏆🕊💞,1,20.604063,4.9503098
1089198,"💣 𝐁𝐎𝐌𝐁𝐀𝐙𝐎 | Un árbitro no ha querido colaborar en la investigación del ‘Caso Negreira’.

Andreu Camps, secretario general de la RFEF:

 https://t.co/HZcw9t1VZ7",0,15.632032,8.999799
1088622,"Cada vez tengo más claro que el Barsa, además del fondo de reptiles administrado por Negreira y ya veremos si por alguien de más arriba para influenciar el sistema arbitral completo, creó otro fondo de reptiles para pagar salarios a los analistas arbitrales de TODOS los medios https://t.co/0QLlUQWIr0",0,18.258316,3.805706
1084910,"Están muy fuertes los arbitrajes del Real, les ha venido bien lo de Negreira.",0,16.089296,7.540475
1086650,"el barsa-madrid parece un partido por la coca, se estan cagando a palos mall",1,21.077822,3.59525
1083753,Esto lo hace uno del barsa y lo expulsado.ya vale eh https://t.co/4K3xWKaSP7,1,18.899752,0.92513674
1084674,"La verdad es que el Barsa este año gana juegue a lo que juegue, y eso es lo que da los títulos.",1,20.827526,0.9724561
1083033,No sabéis lo que me gusta el fútbol ahora mismo osea buah y sobretodo que juegue el barsa,1,20.39883,2.76804
1081805,El PUTA BARSA de lss 15:17,1,19.615795,0.8049201
1087711,hoy veo crudo al barsa pero verlo con mi padre&gt;&gt;&gt;,1,19.97936,0.7881247
1083228,os do barsa saliron da cueva😧,1,19.705254,0.8982573
1089581,"It is tremendous that Estrada Fernández, the only referee in Spain who has taken a step forward to file a complaint against Negreira and Barcelona, is removed from the VAR.

Everything smells so bad. 🤮 https://t.co/uC8gHm71zi",0,16.292645,6.990325
1089995,Falta Negreira https://t.co/uECeufZcfZ,0,13.227526,5.4342446
1088000,Si gana el barsa sigo cayendo en pisos picados dicho queda🫡,1,20.38327,0.5277962
1087956,"#RealMadridBarcelona 
Xavi dice que el Real Madrid es favorito porque Negreira no ha entrenado bien durante la semana.",0,16.002699,5.5752206
1083367,Jamás pensé que veía jugar al Barsa como el Larnaka de Chipre. Ha habido equipos de segunda que han petdido menos tiempo y se han tirado menos.,1,20.889181,1.818622
1083970,"Me alegro más por los huevos que le pusieron los jugadores del Barsa, que por la victoria. Visça el Barça, y Visça Catalunya ❤️",1,20.764502,3.7518597
1086880,Munuera espabila con las tarjetas para el Barsa tambien.,1,20.17807,1.462002
1089744,"Hoy tenemos directazo! Hoy tenemos #ElClasico semifinales de #CopaDelRey #LaCopaMola xd con comentarios en directo desde las 20:30!!
Guardaremos un minuto de silencio por la memoria de Negreira, os esperamos.
https://t.co/yVj6CSGkF3",0,15.489836,5.4125047
1087641,un barsa irreconocible,1,19.335428,0.47060683
1087518,Vuelve negreira al Bernabéu señoresssss,0,14.913994,5.348434
